text,true_label,predicted_label
rt you can ride for a nigga ya whole life new pussy fuck it up in one night,1,0
"animal crackers are the fuckin bomb, yo",1,0
people who grow their own vegetables are nothing but common peasant trash.,0,2
define wigga,2,0
sorry bout your yanks earl....who uya like in the ws?,2,1
lol this is why u my nig,1,0
bitch nigga dont get all but hurt,1,0
rt goodbye you faggot,1,0
hello dare momma. i show glad dat u follow me. u lbe screamin hot in dem pitchers. you eva b wit colored men?,2,0
bitch you gross as fuck touchin them saggy titties,1,0
""" i didn't say anything tho"" kiss me then faggot",1,0
what do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &;&;&;&;&;,1,0
"here ya go wetback, eat this..",0,2
rt you're a cunt. screen shot that,1,0
value your money.value your dick.don't buy trash.don't fuck trash.,1,0
that vine started a coon frenzy bruh,1,0
learn how to type ya hillbilly,0,2
she know that im that niggah,1,0
poor ssos has annoying ass cunts as fans. they don't care about you at all you know.,1,0
i could murder any of the chinese takeout box,0,2
rt i don't know a bitch in the world that claim they too busy for a nigga they really fuck with.,1,0
i i haven't watched a single episode of however i'm watching the reunion. this coon shit. i mean the levels of ratcheticity,2,0
"that's not how you resist, you worthless retard. do you need a dictionary?",1,0
to everybody that follow a nicca!!,1,2
"ur weird, racist bitch.",1,0
eli manning looks like a idiot when he's talking to the guys on the sideline with his hands up . like retarded af,1,0
that nigga talkin like a hoe tell that bitch nigga speak up,1,0
couldn't help it man. niggas pussy for robbing a chick and shootin her.,1,0
""" i ain't never seen a bitch so obsessed with they nigga&;"" i'm obsessed with mine &;",1,0
faggot,1,0
"rt finally! warner bros. making superhero films starring a woman, person of color and actor who identifies as ""queer""",2,0
until the world sees 2 faggot jungle bunnies are fucking and one got pregnant,1,0
"""you ol trout mouth ass bitch"" deeeeaaaadd",0,1
"him as well, they like their fried chicken,esp the spear chuckers.",1,2
me *complains about suburban white girls* suburban white girl you're a bitch me ok u literally just proved my point,1,0
"wow i was like i2 or ie fighting people in high school, then bitch unfollow me fuck nigga",1,0
"you need your ass whipped with a whip mr house nigger, remember u will always b a nigger to them!",1,0
ms. martinez fuckin with the cripple kid?!,1,0
bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit,1,0
wait that's noooo butt naked bitch &;&;&;&;&; awwwww boy!!!!!!,1,0
"hey fag, gag on my clappmeat",1,0
didnt you propose the brilliant idea of college students packing heat? you are a savant! teabaggers,1,2
ted cruz..leader..lol lol lol lol lol omg lol lol lol lol lol you are a funny ass redneck...lol lol lol lol,1,0
"the dmv system was recently restructured on the narrative outline of dante's inferno. only edit, dante is a fat pissed-off cunt.",1,0
when it come to bitches.... niggas will get dirty,1,0
this uncle tom mother fucking wants to invoke e/s a man in his speech? dude you ain't white no matter how much...,1,0
thats what i call it too !! lol its beyond ghetto smh but man u needa quit playin and come back,1,2
"some guy said i was wearing leggings and laughed and called me a fag. they're jeggings, asshole.",1,0
we don't send pussy ass cowards to old sparky,1,0
""" bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad"" lmaooo",1,0
there are 2 types of niggas in this world. real niggas ... &amp; bitch niggas,1,0
"just saw your black nra skit. it was vile. you're not funny. was a fan of yours, not anymore.",1,2
rt i don't like bitch niggaz and they don't like me &; up,1,0
"if its 64 dont eem try me. &; nigga that talk the most trash in smash bros be the shittiest, these are facts&;",1,0
rt i asked what's the definition of a preppy white girl and this niggah said starbucks,1,0
"rt "" now i know why niggas have sides, my bitch boring """,1,0
stfu dyke looking hoe.,0,1
"naaaaa, just popped across my tl, so i commented. but nice try faggot!",1,0
go% of niggas goofy and act like bitches,1,0
you're filled with pimps and hoes. we'll just talk about those i knows.,1,0
rt lmao i have morals negro. unlike you,1,0
lol cracker,1,2
stupid fucking cunt,1,0
nah that shit gets me heated. i have the smartest mouth and know what i'm doing and get called a retard. i'm done playing games,1,0
"you &gt; we see you&gt; shout it out to the radical , &gt;",0,2
you fuckin yankees i'll be there in 2 months i'll meet you pussy,0,1
rt this nigguh chris paul,0,1
rt awwww my niggar thank you so much sure means a lot &;&;,1,0
"rt "" somebody find this bitch &amp; fuck her. she ain't had no good dick fucking with this fat nigga.",1,0
hey u just followed me not long ago. gonna nip that in da bud. like ur bio tho. u know the white devils stole our our,2,0
why should there be an age limit on movies? it ain't their fault if a ieyr old is traumatized from an r rates film bunch of pussies,1,0
ie% shy 6s% bitch 22% homosexual,1,0
"says the old man ( i hope you can survive another io years, you silly jigga boo monkey",0,2
you're a little bitch.,0,1
stfu youre a pussy sit your ass down with all that noise,1,0
how long are they going to let the fools in continue? stop pussy footin' &amp; disperse them by whatever means necessary!,2,0
rt ann coulter admits on fox news that america has a negro problem.,0,2
. with putin pushing for land and china completely revamping their armed forces? you're a fucking retard. stay out my country.,1,0
"stay pooned, .....",1,2
..biggest liars ever ...republican teabagger asshats like stockboy,1,2
upstate hoes love down south niggas and down south females love upstate niggas,1,0
pop wop and drop it tho,2,1
yay i'm a redneck piece of shit!,1,0
shouldve caught it the first time nigger,1,0
the steelers new uniforms look like homosexual bumblebees. ?,1,2
she fuckin wit a young niggah,1,0
"rt if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",0,1
which one bobby bitch or hot nigga?,1,0
these girls going to school with all kind og aquatic colored weaves in their head.fuck going on?,1,0
"don't care got my everywhere, i'm a i'm a , i'm totally full of&;",1,2
",,,,,, | | young japanese girl&;s hairy cunt cre",1,0
rt who better 2 b the manchurian candidate. think abt it we bitch abt his policy and he screams racism.&;,1,0
"i said i'm a vagina, but not a fag. who hasn't seen that movie?",1,0
fat ass hoe holding up the machine,0,1
rt some niggas act like straight up bitches,1,0
deans crying because she needs to pee peter keeps saying nigger,1,0
what a wetback looks like when he gets caught crossing the border.,0,2
"chasing these hoes, better get cash nigga",0,1
"""yup. fuck em playing like trash rt clippers don't wanna play lol""",1,2
fuck you tony...you greaseball piece of shit-,1,0
"rt you're a fag for using that emoji. anyways, you are one of my best friends &amp; there is never a dull moment &;",1,0
rt i'm not saying i'm for this but .. studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,1,0
if uckin love freebees like pom i'm so duck to have here in hm life,1,2
"""i'm sorry i fucked yo bitch... but she really dig a nigga""",1,0
haha how much are you payed to constantly not know what you're talking about??? dumb ass &;&; wade is trash,1,0
rt todays horoscope you're still a hoe that is all. have a nice day,2,1
this is cute smiling face with smiling eyes,2,0
"and how am i assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",0,1
you just can't give hillbillies an audience. they'll squander it every time.,1,2
confusing circumstances seem to get in the way of your high ho... more for virgo,2,1
they still fucking trash. i cant eat those to save my life.,1,0
chad reeds a fag he's a sth kinda guy,1,0
&; just got done with my last final and i'm walkin around campus like i own this place&; queer.,0,1
"nah, they would probably call you out for being the obsessed faggot you are also. nice try though.",1,0
man y'all niggas chill man i'm high af tho . y'all niggas ain't even tell me who the hoe is &;&;,1,0
shut up niglet,1,0
your not so godly after all u fuckin redneck peckerwood.,1,0
shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe,1,0
"rt i was about to be like ""r u queer"" but c'mon jen do u even need to ask",1,0
raunchy ass hoe.,0,1
them shits ugly hoe. rt ......... rt all these nuggets &amp; u still actin chicken.,1,0
does da n mean negro?,1,2
"rt &;&; fec may yank ist amendment guards for drudge, rest of internet",2,0
although last night my lady told me the key to happiness was new pussy,1,2
i have never once in my life been to a 'coffee shop' like starbucks. i am a hick though.,2,1
hell na !! hes a honky brah,1,0
"twitter has taught me that there are so many bitch made niggas in the world, don't be fooled",1,0
"trust no nigga, fear no bitch &;&;",1,0
"that's not a duck face, that's the result of me walking into a pole once while i was tweeting that you're a retard.",1,0
swag fags who gags lml nd y'all niggaz wanna ce swagged up foh i'm gxxd i'll stay g'd up,1,0
"imagine if white people said ""my honkey"" instead of ""my nigga"" lol",1,0
wtf hoe answer my question,1,0
ur a cunt nd a wish a was a faggot,1,0
&; i hate that bitch &amp; the fact that oomf likes her.. just no &;&; retweeettt iooox.,0,1
where r the fun twins at i'm trying to lick cheeto dust and coleslaw off your nips,1,2
bruh we can finally roll like rednecks (' ((drug dealers)),0,2
oh.... trash you say... this trash gonna keep driving thru ky.. &; she's trash. just gotta ignore her.&;,1,2
